,id,thread_title,reply_split,classification
107,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"Hi all, I've used T05 for a short time 7 years ago, too hard for me, then T05fx when it arrived in the market, a bit better but still hard even ewwith the softer sponge, surely due to the pimp construction, so the hardness of the sponge change not so much the ""feeling"" for me, then I switched to T64fx which is a great one in my opinion based on my play and my strokes.",irrelevant
108,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"After testing Dignics 05 on a zlc blade after the end of last season I'm back to my primorac carbon this time with T80fx, that's a better combination for me as it gives me what I was looking for, so a bit more spin and control than T64fx.",comparative
109,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"That's clear the complete Tenergy family and now the Dignics are great rubbers, but depending on your play not all of them would fit perfectly with you.",irrelevant
110,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,Very strange to see a post I wrote 4 years ago being quoted out of nowhere.,irrelevant
111,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,Is there any particular reason you woke this old thread up?,irrelevant
112,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"Yes, I was looking in the Tenergy family what's fitting the best with me.",irrelevant
113,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,Maybe this tread is old but what´s said is still actual.,irrelevant
114,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"If I started to change my 64fx for 80fx and test them I had found my solution easily and by the way, saved a lot of money instead of buying 3 Garaydia and 2 sets of Dignics....",irrelevant
115,-1,-1,-1,irrelevant
116,-1,-1,-1,irrelevant
117,-1,-1,-1,irrelevant
118,-1,-1,-1,irrelevant
119,-1,-1,-1,irrelevant
120,-1,-1,-1,irrelevant
121,-1,-1,-1,irrelevant
122,-1,-1,-1,irrelevant
123,-1,-1,-1,irrelevant
124,-1,-1,-1,irrelevant
125,-1,-1,-1,irrelevant
126,-1,-1,-1,irrelevant
127,-1,-1,-1,irrelevant
128,-1,-1,-1,irrelevant
129,-1,-1,-1,irrelevant
130,-1,-1,-1,irrelevant
131,-1,-1,-1,irrelevant
132,-1,-1,-1,irrelevant
133,-1,-1,-1,irrelevant
134,-1,-1,-1,irrelevant
135,-1,-1,-1,irrelevant
136,-1,-1,-1,irrelevant
137,-1,-1,-1,irrelevant
138,-1,-1,-1,irrelevant
139,-1,-1,-1,irrelevant
140,-1,-1,-1,irrelevant
141,-1,-1,-1,irrelevant
142,-1,-1,-1,irrelevant
143,-1,-1,-1,irrelevant
144,-1,-1,-1,irrelevant
145,-1,-1,-1,irrelevant
146,-1,-1,-1,irrelevant
147,-1,-1,-1,irrelevant
148,-1,-1,-1,irrelevant
149,-1,-1,-1,irrelevant
150,-1,-1,-1,irrelevant
151,-1,-1,-1,irrelevant
152,-1,-1,-1,irrelevant
153,-1,-1,-1,irrelevant
154,-1,-1,-1,irrelevant
155,-1,-1,-1,irrelevant
156,-1,-1,-1,irrelevant
157,-1,-1,-1,irrelevant
158,-1,-1,-1,irrelevant
159,-1,-1,-1,irrelevant
160,-1,-1,-1,irrelevant
161,-1,-1,-1,irrelevant
162,-1,-1,-1,irrelevant
163,-1,-1,-1,irrelevant
164,-1,-1,-1,irrelevant
165,-1,-1,-1,irrelevant
166,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,Yes tenergy 80 had more control but that's just a matter of getting used to your rubber and knowing how it works and yes it might be more forgiving too.,comparative
167,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,Tenergy 64 still has a lot of spin just not as much as 80 and 80 is was better with flicks,comparative
168,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,Sent from my iPhone using Tapatalk,irrelevant
169,-1,-1,-1,irrelevant
170,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,Sent from my iPhone using Tapatalk,irrelevant
171,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,I would say that t80 is very fast.,descriptive
172,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,Too fast for me for BH especially with OFF blade.,irrelevant
173,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"I would suggest t05fx, it is softer more control and less speed, but still not slow.",comparative
174,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"I would say, play against any noob, and you can win your point off the serve.",irrelevant
175,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"But if you are going to be serious and play against people that knows how to return your serves, 3rd balls, and so on, then its more your style of play + skills/techinque + rubber.",irrelevant
176,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"By the sound of the above ""wishlist"" from you, your equipment is an overkill",irrelevant
177,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"The 2 rubbers you suggested is all good for serve, chopping, rallies etc.",irrelevant
178,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"T80 is more suited maybe for close to the table, while T64 can go further back.",comparative
179,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"Other than that, it is really little difference for any player that is not ranked in the top level (in the top level, a 1% difference is a matter about winning and loosing)",irrelevant
180,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,It is not only that.,irrelevant
181,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"A lot of people like tenergy rubbers, especially those who played long time ago with Srivers boostes with a glue each training session.",irrelevant
182,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,The problem is that some blades which are very offensive makes the set up with tenergies not easy to control.,irrelevant
183,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"What I mean is the problem with short push, service return and short spinny topspins.",irrelevant
184,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"Nowadays tactics are focused on playing short only with BH side, so we can say FH rubber can be very aggresive to make powerful and spinny topspin, while BH side should be more allround to be able playing pushes etc.",irrelevant
185,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"T05FX is much easier to control and if you take it with 1.9mm, it is great for everything.",comparative
186,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,I wouldn't say that T80 is good for playing close.,descriptive
187,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,if you want to play close T05 if much better.,comparative
188,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"T80 with different dimension of pips makes the ball going higher so it is much better to play further then T05, but I cannot compare it to T64 because I have never try it.",comparative
189,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,T64 has MUCH more spin than T80…,comparative
190,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,why not tenergy 05 ?,irrelevant
191,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,So what would the best rubber be for the BH?,irrelevant
192,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,And is Tenergy 05 a good choice for a FH Rubber?,irrelevant
193,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,Thank You everyone so far for your help.,irrelevant
194,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"I think, just go T05 on both sides.",irrelevant
195,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,Timo Boll agrees btw,irrelevant
196,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,As for the blade which is best suited?,irrelevant
197,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"Timo boll spirit, ALC, ZLC OR ZLF",irrelevant
198,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"Jak, growing in level in TT is like playing Pokémon... You gotta catch 'em all to win, so why not try 'em all and tell us what you think.",irrelevant
199,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"I was going to say, start from Timo Boll All and work the way up.",irrelevant
200,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"Otherwise I can always recommened the Timo Boll Spirit, since Mr Boll is using that with T05 on both sides, i'm sure Jak can end up in the world top 10 too with the exact same equipment.",irrelevant
201,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"Jak, how long are you in table tennis?",irrelevant
202,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,Sounds to me you are looking at a way overkill equipment.,irrelevant
203,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"IMO, get a 2x rubbers + 1x blade at less than a price of those blades you have in question, and I'm sure that will be better for you.",irrelevant
204,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"Unless you think most expensive is the best, or fastest is the best, or spinnest is the best etc.",irrelevant
205,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"FZD stated that he doesn't like fast, he prefers more control equipment.",irrelevant
206,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,A 16 year old wise kid I must add.,irrelevant
207,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,I've been playing for 3-4 years.,irrelevant
208,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"I currently have a Joola K5 Fast blade with Mambo H Rubber on both sides, Which is good all-round.",irrelevant
209,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,I want to upgrade my set-up.,irrelevant
210,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,At college my mate has a Timo Ball Blade with Tenergy 05 FH AND sriver g3 BH which I Used and really enjoyed.,irrelevant
211,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,When i was using The sriver in seemed to be alittle to slow and didn't have much spin and the control was nice.,descriptive
212,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"But I would like a Rubber on my back hand to have more speed, spin and good control too.",irrelevant
213,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,Thats why I'm posting here because a certain amount of you have played with most rubbers and know which is better with which set-up ect.,irrelevant
214,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,It seems your step is too big.,irrelevant
215,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,Your current set up is quite strange.,irrelevant
216,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,Most of people start with allround blade and then upgrade only the rubbers to faster.,irrelevant
217,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"Final change to OFF blade is only for really advanced players, when they lack of speed with allround blade and off rubbers.",irrelevant
218,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,If you want to change everything I would suggest to choose OFF- setup.,irrelevant
219,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"For instance blade Primorac JP OFF-, very good blade or Tibhar Stratus Powerwood.",irrelevant
220,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,They are both OFF- blades but Tibhar is little bit faster.,comparative
221,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"As to the rubbers if you want to choose Butterfly, you can take T05FX to your BH (you can trust me, it is the best choice from the Bty offer) and then it depends how do you play with you FH, if you play close you can take T05, if you like to play in distance you can take T80.",irrelevant
222,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"You can also try the XIOM rubbers - they are a long lasting good alternative to tenergy… For example, I like to have a little harder rubber on the bh - thats why I take the PRO series there, but you could also try EUROPE for softer ones...",irrelevant
223,-1,-1,-1,irrelevant
224,5f686c800ae0898b9220ac59,Tenenergy 05 vs Donic Baracuda,"Tenergy has a slightly higher throw angle than Baracuda, so looping heavy chops may be a little bit easier, with a greater arc on the ball.",comparative
225,5f686c800ae0898b9220ac59,Tenenergy 05 vs Donic Baracuda,"However, Baracuda still has a medium-high throw so they're both perfectly fine for looping.",comparative
226,5f686c800ae0898b9220ac59,Tenenergy 05 vs Donic Baracuda,"In my personal opinion, Baracuda has more spin than Tenergy, however it lacks a little bit of power and control compared to Ten.",comparative
227,5f686c800ae0898b9220ac59,Tenenergy 05 vs Donic Baracuda,"Tenergy often has many complaints of it being incredibly heavy per sheet, but many reviews say it is worth it.",descriptive
228,5f686c800ae0898b9220ac59,Tenenergy 05 vs Donic Baracuda,"Ultimately, with a heavier top-sheet comes more power, but you can adjust this with your sponge layer.",irrelevant
229,5f686c800ae0898b9220ac59,Tenenergy 05 vs Donic Baracuda,"Baracuda is not as heavy, but in my opinion, just as good.",comparative
230,5f686c800ae0898b9220ac59,Tenenergy 05 vs Donic Baracuda,"Tenergy 05 reacts quite a bit to topspin, although if you have an ALL blade, it should be fine.",descriptive
231,5f686c800ae0898b9220ac59,Tenenergy 05 vs Donic Baracuda,"Baracuda is very good with incoming spin, and would be fine with any blade.",descriptive
232,5f686c800ae0898b9220ac59,Tenenergy 05 vs Donic Baracuda,Just remember to keep your bat angle low.,irrelevant
233,5f686c800ae0898b9220ac59,Tenenergy 05 vs Donic Baracuda,Tenergy has many complaints of it being non-durable.,descriptive
234,5f686c800ae0898b9220ac59,Tenenergy 05 vs Donic Baracuda,"Some reviewers claim that with only a few days of playing with it, obvious cracks were in the rubber on the side.",irrelevant
235,-1,-1,-1,irrelevant
236,5f686c800ae0898b9220ac59,Tenenergy 05 vs Donic Baracuda,Just don't throw it around on the table.,irrelevant
237,-1,-1,-1,irrelevant
238,5f686c800ae0898b9220ac59,Tenenergy 05 vs Donic Baracuda,Maybe because the topsheet is a little bit harder.,irrelevant
239,5f686c800ae0898b9220ac59,Tenenergy 05 vs Donic Baracuda,"I can't really comment how easy either one is to use, since they're suited for different playing styles.",irrelevant
240,5f686c800ae0898b9220ac59,Tenenergy 05 vs Donic Baracuda,"Tenergy is noticeably faster than Baracuda, though not quite as spinny.",comparative
241,5f686c800ae0898b9220ac59,Tenenergy 05 vs Donic Baracuda,"If driving's your thing, use Tenergy.",comparative
242,5f686c800ae0898b9220ac59,Tenenergy 05 vs Donic Baracuda,"If long, spinny rallies is how you tend to lean towards, Baracuda would be a better rubber.",comparative
243,-1,-1,-1,irrelevant
244,5f686c800ae0898b9220ac59,Tenenergy 05 vs Donic Baracuda,"In conclusion,",irrelevant
245,5f686c800ae0898b9220ac59,Tenenergy 05 vs Donic Baracuda,Ten has higher throw angle,comparative
246,5f686c800ae0898b9220ac59,Tenenergy 05 vs Donic Baracuda,Ten is heavier,comparative
247,5f686c800ae0898b9220ac59,Tenenergy 05 vs Donic Baracuda,"Ten is more sensitive to incoming topspin, though can be adjusted with blade or sponge layer",comparative
248,5f686c800ae0898b9220ac59,Tenenergy 05 vs Donic Baracuda,Bara is much more durable (according to reviewers),comparative
249,5f686c800ae0898b9220ac59,Tenenergy 05 vs Donic Baracuda,I also personally think that Baracuda is a much better rubber in terms of worth for money.,comparative
250,5f686c800ae0898b9220ac59,Tenenergy 05 vs Donic Baracuda,Dammit Butterfly.,irrelevant
251,5f686c800ae0898b9220ac59,Tenenergy 05 vs Donic Baracuda,Hope this helps,irrelevant
252,5f686c800ae0898b9220ac59,Tenenergy 05 vs Donic Baracuda,"Eric T, AUS",irrelevant
253,5f686c800ae0898b9220ac59,Tenenergy 05 vs Donic Baracuda,"Thanx, I'm a loop oriented player on both wings.",irrelevant
254,5f686c800ae0898b9220ac59,Tenenergy 05 vs Donic Baracuda,it surprises me that Ten05 is less durable(price) and less spinny then the Baracuda.,comparative
255,5f686c800ae0898b9220ac59,Tenenergy 05 vs Donic Baracuda,"Yes, it is a little bit shocking since you would expect to get an extremely overpowered rubber for ~$80 a sheet but actually, Baracuda surpasses Tenergy in spin.",comparative
256,5f686c800ae0898b9220ac59,Tenenergy 05 vs Donic Baracuda,"However, Tenergy has a better control, and has significantly more power.",comparative
257,-1,-1,-1,irrelevant
258,5f686cd89258cbc2661f82ff,Tenenergy 05 vs Donic Baracuda,"Tenergy has a slightly higher throw angle than Baracuda, so looping heavy chops may be a little bit easier, with a greater arc on the ball.",comparative
259,5f686cd89258cbc2661f82ff,Tenenergy 05 vs Donic Baracuda,"However, Baracuda still has a medium-high throw so they're both perfectly fine for looping.",comparative
260,5f686cd89258cbc2661f82ff,Tenenergy 05 vs Donic Baracuda,"In my personal opinion, Baracuda has more spin than Tenergy, however it lacks a little bit of power and control compared to Ten.",comparative
261,5f686cd89258cbc2661f82ff,Tenenergy 05 vs Donic Baracuda,"Tenergy often has many complaints of it being incredibly heavy per sheet, but many reviews say it is worth it.",descriptive
262,5f686cd89258cbc2661f82ff,Tenenergy 05 vs Donic Baracuda,"Ultimately, with a heavier top-sheet comes more power, but you can adjust this with your sponge layer.",irrelevant
263,5f686cd89258cbc2661f82ff,Tenenergy 05 vs Donic Baracuda,"Baracuda is not as heavy, but in my opinion, just as good.",comparative
264,5f686cd89258cbc2661f82ff,Tenenergy 05 vs Donic Baracuda,"Tenergy 05 reacts quite a bit to topspin, although if you have an ALL blade, it should be fine.",descriptive
265,5f686cd89258cbc2661f82ff,Tenenergy 05 vs Donic Baracuda,"Baracuda is very good with incoming spin, and would be fine with any blade.",descriptive
266,5f686cd89258cbc2661f82ff,Tenenergy 05 vs Donic Baracuda,Just remember to keep your bat angle low.,irrelevant
