id,thread_title,reply_split
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,And the difference between them is not that big so you can go from one to another with a minimal adjustment.
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,Depend on your skill.
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,I like hard sponge so t05 is my favorite.
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"The sponge on T05, T80, T64 and T25 is all the same."
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,The difference is not the sponge.
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,It is the pimple construction.
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,T64 has longer thinner pimples with more space between pimples so the pips give more and the rubber feels softer.
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"T05 pimples are a little shorter, thicker, and closer together so the rubber feels harder."
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,But even the rubber in the topsheet is the same.
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,Just the pimple construction is different.
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"To the OP, I would like to ask what he means by the word ""best""."
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"I won't comment on T25; but T05, T80 and T64 are all great rubbers."
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,There are people whose game and style of play may work with one of them slightly better than the others.
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,But they are all really great rubbers.
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,There is a video that explains decently what the difference between each one is.
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"Once I am able to search for it, I will post it here."
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,But it has been posted to the forum many times already.
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,That video should help you out a decent amount.
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,To sum the info up simply:
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"1) T05: Slower, More Spin, Higher Throw Angle."
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"2) T64: Faster, Less Spin, Lower Throw Angle."
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,3) T80: half way between T05 and T64.
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"So do you want a bigger arc, more spin to spin the person off the table but a little sacrifice in speed?"
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,Or do you want lower shots that don't come up as much and are faster.
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,But with an amount of spin that is easier to counter.
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,Or do you want to be half way in between the two extremes?
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,I go with slower and more spin every time.
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,Especially since T05 is more than fast enough.
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,Sent from Deep Space by Abacus
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,Here is that video for you:
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,Sent from Deep Space by Abacus
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"Most people, including Butterfly reps, discuss T25 and T25FX as rubbers that are specialized Tenergies."
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"Most discussion is about T05, T64 and T80 as those are similar rubbers along a continuum."
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"With the term best, I mean actually the best experience with these rubbers."
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,The video mentioned I was actually familiar with.
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,But it doesn't give much information about the touch of these series at the table.
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,Tabletennis is not only about spinny topspin.
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,For example how does each individual rubber reacts to spinny serves?
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,I found that t05 is very sensitive to incoming spin and spinny serves.
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,But T80 is less sensitive to it etc.
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,Verstuurd vanaf mijn SM-G900F met Tapatalk
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"T25 is also a very-very good rubber, just a way different than other Tenergies and suits less people."
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"T80 has a little bit more control (for me), less sensitive to spin, but T05 is spinnier."
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"Yes, but that is if you are into passive returns."
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"If you like to push and spin aggressively, the T05 reaction is a benefit."
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,It's when you try to just touch the serve without any acceleration that using T05 is a nightmare.
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"And that term best is still about preference and each person will feel something slightly different is ""best""."
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"Like, for me, hands down, I like T05 more than the others for forehand."
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"For backhand T05, T64 and T05FX have all worked fine."
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,If I used it T80 may be fine as well.
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"But I remember when I tried it, I didn't try for that long and was used to T05FX and didn't give it much of a chance."
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,The extra spin and higher throw seems to be more important to my forehand than my backhand.
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,Sent from Deep Space by Abacus
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,Butterfly Rubber Matrix
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,Trial and error.
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,Results may vary.
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,05 64 and 80 all good.
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,Will depend a lot on blade.
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"Hi all, I've used T05 for a short time 7 years ago, too hard for me, then T05fx when it arrived in the market, a bit better but still hard even ewwith the softer sponge, surely due to the pimp construction, so the hardness of the sponge change not so much the ""feeling"" for me, then I switched to T64fx which is a great one in my opinion based on my play and my strokes."
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"After testing Dignics 05 on a zlc blade after the end of last season I'm back to my primorac carbon this time with T80fx, that's a better combination for me as it gives me what I was looking for, so a bit more spin and control than T64fx."
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"That's clear the complete Tenergy family and now the Dignics are great rubbers, but depending on your play not all of them would fit perfectly with you."
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,Very strange to see a post I wrote 4 years ago being quoted out of nowhere.
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,Is there any particular reason you woke this old thread up?
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"Yes, I was looking in the Tenergy family what's fitting the best with me."
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,Maybe this tread is old but what´s said is still actual.
5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"If I started to change my 64fx for 80fx and test them I had found my solution easily and by the way, saved a lot of money instead of buying 3 Garaydia and 2 sets of Dignics...."
5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"The more old, the more soft the blade becomes and this is why people tends to have far better feeling with old viscarias because its.........softer than new ones."
5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"All Black tags are ""old"" today."
5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,Not mentionning that water based glue soften the wood also.
5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"Also there is a huge difference between two ZJK, just like there is between two viscarias or two TBS."
5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"I own two ZJK (blue dragon), one is just like my viscaria (new tag), the other is much much more powerfull, faster, larger sweet sport and to me a much better feeling also......despite being lighter than my other alc blades.....I will swtich to this one for the plastic ball maybe."
5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,Two wood pieces are never exactly the same.
5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"You might try a new viscaria, like it, and you might dislike the viscaria you will actually by......"
5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"New viscaria/tbs/tbalc/Zjk/Zjkalc....the name doesn't matters here, any of those blade can feel like the Zjk you tried, any of those blade can feel like your present TBalc and any of those blade might feel even better than you TBalc.......but if you buy it new, there is no chance it will feed like the old viscaria you tried."
5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"Useful Reply, killerspintt!"
5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,Thanks
5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,i don't know
5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,new one must be better
5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"KSP gave a very lucid explanation of WHY... but the MASTER of Viscaria, the mighty BAAL has yet to weigh in."
5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"Yet, he might not weigh in, because he sees such a question several times a year on the several forums he is a member or a mod."
5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,Baal has operated the Viscaria for longer than deep double digit percentage of forum members have been ALIVE.
5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"this is all so true, i recently in the past 8 months have bought 3 viscaria's."
5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,all 3 from butterflyonline
5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,first one was really powerful
5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,second one was flexy
5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,3rd was some where in between
5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,also i bought a Timoboll ALC and it was so powerful and fast i didn't match what the viscaria's felt like.
5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,anyway... i sold all my butterfly blades and switched to stiga clippers woods
5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"the main reason is the butterfly handles are all too small, and thin."
5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,stiga handles are superior and the clipper has such a sweet feel and power ratio plus the weight of the clipper is what the poly ball is requiring IMHO.
5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"so yes.. even at the highest level maker of blades, in this case butterfly, all 3 of my viscaria's felt different and i am very critical of my equipment."
5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,btw i play in the usa and my rating is some where around 2130 - 2180 - just if you are wondering what level i play at.
5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,I will one day sell the Phamster on the idea of filling in his hollowed handle Clipper to upgrade it to moar Beast Mode.
5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"Der_Echte, I would love to see you playing with a Clipper with your modification done to it."
5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,That would be great.
5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,I would love to try the blade too.
5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"I have one Clipper I could do it to, but, it is a bit too light so it doesn't really play like a REAL Clipper."
5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,It is only 91 grams and the one I used to have that was 95 grams was sooooo much better.
5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,If we filled the handle on that one it would play amazing.
5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,95 grams is a good weight for a blade.
5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"Then if you have a Clipper that is 95 grams and you add 10 grams to the handle so it is handle heavy and weighs 105, that would play like a beast."
5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,I would take that joker BEYOND Beast.
5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"Hey, that got a ring to it."
5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,Maybe we just made a new international standard.
5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,Take that Joker Beyond Beast.
5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,Let's do it.
5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"If I remember to toss in my wood glue into the TT bag, I can always depend on the Philly Goon Squad to quickly produce a sharp blade for me (to remove the handle)."
5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"I can always pick up small metal pieces from the sidewalks, that could count as sustainable management and neighborhood upkeep."
5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,I even have C clamps for clamping when gluing the handle back on.
5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,I though that is why Carl was given two rows of teeth...
5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"I sometimes use a clamp, sometimes, just hold it in hand until it sets good enough then wrap grip tape over it and call it a day until it is set by the next day."
5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"One time in Korea, I did this mod to one of the 896 Carl tried out and I played it 1 hr after I glued it back together, I used grip tape, it might be the one with Sigma Euro and H3..."
5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,I bet leaving it clamped for a day would make it so you can glue it back perfectly and not be able to feel that it was taken apart.
5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,You don't need that because you like grip tape on your handle.
5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,I like having wood with no grip tape.
5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,Sent from my iPhone using Tapatalk
5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,Wonderful post!
5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,Yes tenergy 80 had more control but that's just a matter of getting used to your rubber and knowing how it works and yes it might be more forgiving too.
5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,Tenergy 64 still has a lot of spin just not as much as 80 and 80 is was better with flicks
5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,Sent from my iPhone using Tapatalk
5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,So if you like to win points of the serve you probably won't be that far back so I would go with tenergy 80 besides I don't like 64 as a backhand rubber anyway for me I would use it as a forehand rubber!
5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,Sent from my iPhone using Tapatalk
5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,I would say that t80 is very fast.
5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,Too fast for me for BH especially with OFF blade.
5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"I would suggest t05fx, it is softer more control and less speed, but still not slow."
5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"I would say, play against any noob, and you can win your point off the serve."
5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"But if you are going to be serious and play against people that knows how to return your serves, 3rd balls, and so on, then its more your style of play + skills/techinque + rubber."
5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"By the sound of the above ""wishlist"" from you, your equipment is an overkill"
5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"The 2 rubbers you suggested is all good for serve, chopping, rallies etc."
5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"T80 is more suited maybe for close to the table, while T64 can go further back."
5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"Other than that, it is really little difference for any player that is not ranked in the top level (in the top level, a 1% difference is a matter about winning and loosing)"
5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,It is not only that.
5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"A lot of people like tenergy rubbers, especially those who played long time ago with Srivers boostes with a glue each training session."
5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,The problem is that some blades which are very offensive makes the set up with tenergies not easy to control.
5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"What I mean is the problem with short push, service return and short spinny topspins."
5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"Nowadays tactics are focused on playing short only with BH side, so we can say FH rubber can be very aggresive to make powerful and spinny topspin, while BH side should be more allround to be able playing pushes etc."
5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"T05FX is much easier to control and if you take it with 1.9mm, it is great for everything."
5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,I wouldn't say that T80 is good for playing close.
5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,if you want to play close T05 if much better.
5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"T80 with different dimension of pips makes the ball going higher so it is much better to play further then T05, but I cannot compare it to T64 because I have never try it."
5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,T64 has MUCH more spin than T80
5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,why not tenergy 05 ?
5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,So what would the best rubber be for the BH?
5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,And is Tenergy 05 a good choice for a FH Rubber?
5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,Thank You everyone so far for your help.
5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"I think, just go T05 on both sides."
5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,Timo Boll agrees btw
5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,As for the blade which is best suited?
5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"Timo boll spirit, ALC, ZLC OR ZLF"
5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"Jak, growing in level in TT is like playing Pokémon... You gotta catch 'em all to win, so why not try 'em all and tell us what you think."
5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"I was going to say, start from Timo Boll All and work the way up."
5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"Otherwise I can always recommened the Timo Boll Spirit, since Mr Boll is using that with T05 on both sides, i'm sure Jak can end up in the world top 10 too with the exact same equipment."
5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"Jak, how long are you in table tennis?"
5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,Sounds to me you are looking at a way overkill equipment.
5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"IMO, get a 2x rubbers + 1x blade at less than a price of those blades you have in question, and I'm sure that will be better for you."
5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"Unless you think most expensive is the best, or fastest is the best, or spinnest is the best etc."
5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"FZD stated that he doesn't like fast, he prefers more control equipment."
5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,A 16 year old wise kid I must add.
5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,I've been playing for 3-4 years.
5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"I currently have a Joola K5 Fast blade with Mambo H Rubber on both sides, Which is good all-round."
5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,I want to upgrade my set-up.
5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,At college my mate has a Timo Ball Blade with Tenergy 05 FH AND sriver g3 BH which I Used and really enjoyed.
5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,When i was using The sriver in seemed to be alittle to slow and didn't have much spin and the control was nice.
5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"But I would like a Rubber on my back hand to have more speed, spin and good control too."
5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,Thats why I'm posting here because a certain amount of you have played with most rubbers and know which is better with which set-up ect.
5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,It seems your step is too big.
5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,Your current set up is quite strange.
5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,Most of people start with allround blade and then upgrade only the rubbers to faster.
5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"Final change to OFF blade is only for really advanced players, when they lack of speed with allround blade and off rubbers."
5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,If you want to change everything I would suggest to choose OFF- setup.
5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"For instance blade Primorac JP OFF-, very good blade or Tibhar Stratus Powerwood."
5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,They are both OFF- blades but Tibhar is little bit faster.
5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"As to the rubbers if you want to choose Butterfly, you can take T05FX to your BH (you can trust me, it is the best choice from the Bty offer) and then it depends how do you play with you FH, if you play close you can take T05, if you like to play in distance you can take T80."
5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"You can also try the XIOM rubbers - they are a long lasting good alternative to tenergy For example, I like to have a little harder rubber on the bh - thats why I take the PRO series there, but you could also try EUROPE for softer ones..."
5f686c800ae0898b9220ac59,Tenenergy 05 vs Donic Baracuda,"Tenergy and Baracuda are actually remarkably quite similar, despite the $25 difference per sheet."
5f686c800ae0898b9220ac59,Tenenergy 05 vs Donic Baracuda,"Tenergy has a slightly higher throw angle than Baracuda, so looping heavy chops may be a little bit easier, with a greater arc on the ball."
5f686c800ae0898b9220ac59,Tenenergy 05 vs Donic Baracuda,"However, Baracuda still has a medium-high throw so they're both perfectly fine for looping."
5f686c800ae0898b9220ac59,Tenenergy 05 vs Donic Baracuda,"In my personal opinion, Baracuda has more spin than Tenergy, however it lacks a little bit of power and control compared to Ten."
5f686c800ae0898b9220ac59,Tenenergy 05 vs Donic Baracuda,"Tenergy often has many complaints of it being incredibly heavy per sheet, but many reviews say it is worth it."
5f686c800ae0898b9220ac59,Tenenergy 05 vs Donic Baracuda,"Ultimately, with a heavier top-sheet comes more power, but you can adjust this with your sponge layer."
5f686c800ae0898b9220ac59,Tenenergy 05 vs Donic Baracuda,"Baracuda is not as heavy, but in my opinion, just as good."
5f686c800ae0898b9220ac59,Tenenergy 05 vs Donic Baracuda,"Tenergy 05 reacts quite a bit to topspin, although if you have an ALL blade, it should be fine."
5f686c800ae0898b9220ac59,Tenenergy 05 vs Donic Baracuda,"Baracuda is very good with incoming spin, and would be fine with any blade."
5f686c800ae0898b9220ac59,Tenenergy 05 vs Donic Baracuda,Just remember to keep your bat angle low.
5f686c800ae0898b9220ac59,Tenenergy 05 vs Donic Baracuda,Tenergy has many complaints of it being non-durable.
